PeakID (cmd=annotatePeaks.pl hc_IDR_summit.bed hc.fna -gid -gtf hc.gtf -cpu 30)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
9482	X	21592271	21592271	+	0	NA	Intergenic	Intergenic	5548	V3C99_018441	V3C99_018441	gnl|V3C99|Hcon5G00000001365						protein_coding
7740	V	15225883	15225883	+	0	NA	Intergenic	Intergenic	-6782	V3C99_014837	V3C99_014837	gnl|V3C99|Hcon5G00000016995						protein_coding
17625	II	26578837	26578837	+	0	NA	TTS (V3C99_012167)	mRNA-TTS (V3C99_012167)	-6720	V3C99_012168	V3C99_012168	gnl|V3C99|Hcon5G00000014326						protein_coding
12572	III	28074952	28074952	+	0	NA	intron (V3C99_001786, intron 13 of 15)	mRNA-intron (V3C99_001786, intron 14 of 16)	-8630	V3C99_001788	V3C99_001788	gnl|V3C99|Hcon5G00000011277						protein_coding
13060	V	11200955	11200955	+	0	NA	Intergenic	Intergenic	-4886	V3C99_014603	V3C99_014603	gnl|V3C99|Hcon5G00000016761						protein_coding
16918	I	8101913	8101913	+	0	NA	Intergenic	Intergenic	10977	V3C99_003757	V3C99_003757	gnl|V3C99|Hcon5G00000006714						protein_coding
888	III	31668490	31668490	+	0	NA	Intergenic	Intergenic	-11496	V3C99_002036	V3C99_002036	gnl|V3C99|Hcon5G00000011525						protein_coding
525	X	31106633	31106633	+	0	NA	promoter-TSS (V3C99_019018)	mRNA-promoter-TSS (V3C99_019018)	-3113	V3C99_019018	V3C99_019018	gnl|V3C99|Hcon5G00000001942						protein_coding
1557	II	8367158	8367158	+	0	NA	intron (V3C99_010998, intron 1 of 6)	mRNA-intron (V3C99_010998, intron 1 of 6)	1124	V3C99_010998	V3C99_010998	gnl|V3C99|Hcon5G00000013156						protein_coding
10864	II	1920558	1920558	+	0	NA	intron (V3C99_010541, intron 4 of 5)	mRNA-intron (V3C99_010541, intron 4 of 5)	24693	V3C99_010540	V3C99_010540	gnl|V3C99|Hcon5G00000012698						protein_coding
5359	X	10303793	10303793	+	0	NA	promoter-TSS (V3C99_017768)	mRNA-promoter-TSS (V3C99_017768)	-76	V3C99_017768	V3C99_017768	gnl|V3C99|Hcon5G00000000692						protein_coding
19828	IV	4144474	4144474	+	0	NA	TTS (V3C99_006847)	mRNA-TTS (V3C99_006847)	4421	V3C99_006846	V3C99_006846	gnl|V3C99|Hcon5G00000002472						protein_coding
2259	IV	53815821	53815821	+	0	NA	Intergenic	Intergenic	-7352	V3C99_010373	V3C99_010373	gnl|V3C99|Hcon5G00000005999						protein_coding
235	X	18057417	18057417	+	0	NA	Intergenic	Intergenic	-24103	V3C99_018260	V3C99_018260	gnl|V3C99|Hcon5G00000001184						protein_coding
12938	V	2668672	2668672	+	0	NA	Intergenic	Intergenic	5400	V3C99_013915	V3C99_013915	gnl|V3C99|Hcon5G00000016073						protein_coding
20726	V	13154387	13154387	+	0	NA	Intergenic	Intergenic	-41858	V3C99_014722	V3C99_014722	gnl|V3C99|Hcon5G00000016880						protein_coding
10073	I	42978691	42978691	+	0	NA	intron (V3C99_006165, intron 4 of 8)	mRNA-intron (V3C99_006165, intron 4 of 8)	3891	V3C99_006165	V3C99_006165	gnl|V3C99|Hcon5G00000009122						protein_coding
7008	V	44257484	44257484	+	0	NA	promoter-TSS (V3C99_016688)	mRNA-promoter-TSS (V3C99_016688)	-1170	V3C99_016688	V3C99_016688	gnl|V3C99|Hcon5G00000018846						protein_coding
22737	IV	10444311	10444311	+	0	NA	intron (V3C99_007338, intron 5 of 6)	mRNA-intron (V3C99_007338, intron 4 of 5)	-13453	V3C99_007339	V3C99_007339	gnl|V3C99|Hcon5G00000002965						protein_coding
12779	V	29070076	29070076	+	0	NA	intron (V3C99_015596, intron 3 of 19)	mRNA-intron (V3C99_015596, intron 3 of 19)	4605	V3C99_015596	V3C99_015596	gnl|V3C99|Hcon5G00000017754						protein_coding
20015	II	30866506	30866506	+	0	NA	intron (V3C99_012420, intron 1 of 22)	mRNA-intron (V3C99_012420, intron 1 of 22)	546	V3C99_012420	V3C99_012420	gnl|V3C99|Hcon5G00000014578						protein_coding
4985	II	18732436	18732436	+	0	NA	promoter-TSS (V3C99_011699)	mRNA-promoter-TSS (V3C99_011699)	-212	V3C99_011699	V3C99_011699	gnl|V3C99|Hcon5G00000013857						protein_coding
19166	IV	2657228	2657228	+	0	NA	promoter-TSS (V3C99_006734)	mRNA-promoter-TSS (V3C99_006734)	3218	V3C99_006735	V3C99_006735	gnl|V3C99|Hcon5G00000002361						protein_coding
13529	II	42566520	42566520	+	0	NA	TTS (V3C99_013285)	mRNA-TTS (V3C99_013285)	-3577	V3C99_013286	V3C99_013286	gnl|V3C99|Hcon5G00000015444						protein_coding
21833	IV	24437720	24437720	+	0	NA	intron (V3C99_008213, intron 8 of 10)	mRNA-intron (V3C99_008213, intron 9 of 11)	-4353	V3C99_008214	V3C99_008214	gnl|V3C99|Hcon5G00000003840						protein_coding
5272	X	19902840	19902840	+	0	NA	Intergenic	Intergenic	-15549	V3C99_018339	V3C99_018339	gnl|V3C99|Hcon5G00000001263						protein_coding
2257	V	16201306	16201306	+	0	NA	exon (V3C99_014911, exon 1 of 1)	mRNA-exon (V3C99_014911, exon 1 of 1)	208	V3C99_014911	V3C99_014911	gnl|V3C99|Hcon5G00000017069						protein_coding
10093	II	8777408	8777408	+	0	NA	intron (V3C99_011045, intron 20 of 20)	mRNA-intron (V3C99_011042, intron 15 of 19)	12350	V3C99_011045	V3C99_011045	gnl|V3C99|Hcon5G00000013203						protein_coding
9171	I	6731709	6731709	+	0	NA	Intergenic	Intergenic	-4083	V3C99_003664	V3C99_003664	gnl|V3C99|Hcon5G00000006621						protein_coding
6338	I	24159939	24159939	+	0	NA	intron (V3C99_004844, intron 1 of 2)	mRNA-intron (V3C99_004844, intron 1 of 2)	392	V3C99_004844	V3C99_004844	gnl|V3C99|Hcon5G00000007801						protein_coding
5357	II	44043092	44043092	+	0	NA	exon (V3C99_013395, exon 12 of 38)	mRNA-exon (V3C99_013395, exon 12 of 38)	8275	V3C99_013395	V3C99_013395	gnl|V3C99|Hcon5G00000015553						protein_coding
1559	IV	3255718	3255718	+	0	NA	intron (V3C99_006796, intron 1 of 2)	mRNA-intron (V3C99_006796, intron 1 of 2)	3840	V3C99_006796	V3C99_006796	gnl|V3C99|Hcon5G00000002422						protein_coding
1804	I	41843545	41843545	+	0	NA	Intergenic	Intergenic	5686	V3C99_006071	V3C99_006071	gnl|V3C99|Hcon5G00000009028						protein_coding
2372	I	13625756	13625756	+	0	NA	promoter-TSS (V3C99_004161)	mRNA-promoter-TSS (V3C99_004161)	-858	V3C99_004161	V3C99_004161	gnl|V3C99|Hcon5G00000007118						protein_coding
16159	X	2194636	2194636	+	0	NA	TTS (V3C99_017202)	mRNA-TTS (V3C99_017202)	5454	V3C99_017201	V3C99_017201	gnl|V3C99|Hcon5G00000000125						protein_coding
3963	V	10152644	10152644	+	0	NA	Intergenic	Intergenic	-7624	V3C99_014522	V3C99_014522	gnl|V3C99|Hcon5G00000016680						protein_coding
11540	II	38249592	38249592	+	0	NA	promoter-TSS (V3C99_012894)	mRNA-promoter-TSS (V3C99_012894)	-2499	V3C99_012894	V3C99_012894	gnl|V3C99|Hcon5G00000015052						protein_coding
14912	III	24230713	24230713	+	0	NA	promoter-TSS (V3C99_001546)	mRNA-promoter-TSS (V3C99_001546)	-483	V3C99_001546	V3C99_001546	gnl|V3C99|Hcon5G00000011035						protein_coding
15737	X	7325973	7325973	+	0	NA	Intergenic	Intergenic	-7256	V3C99_017585	V3C99_017585	gnl|V3C99|Hcon5G00000000509						protein_coding
5945	II	43743522	43743522	+	0	NA	exon (V3C99_013385, exon 2 of 14)	mRNA-exon (V3C99_013385, exon 2 of 14)	11823	V3C99_013385	V3C99_013385	gnl|V3C99|Hcon5G00000015543						protein_coding
16850	III	18254147	18254147	+	0	NA	Intergenic	Intergenic	-2867	V3C99_001133	V3C99_001133	gnl|V3C99|Hcon5G00000010622						protein_coding
12799	X	37117	37117	+	0	NA	TTS (V3C99_017077)	mRNA-TTS (V3C99_017077)	2970	V3C99_017078	V3C99_017078	gnl|V3C99|Hcon5G00000000002						protein_coding
4728	II	37626143	37626143	+	0	NA	intron (V3C99_012835, intron 12 of 12)	mRNA-intron (V3C99_012834, intron 16 of 16)	4870	V3C99_012835	V3C99_012835	gnl|V3C99|Hcon5G00000014993						protein_coding
13367	III	1770514	1770514	+	0	NA	intron (V3C99_000096, intron 11 of 25)	mRNA-intron (V3C99_000096, intron 11 of 25)	17638	V3C99_000096	V3C99_000096	gnl|V3C99|Hcon5G00000009585						protein_coding
746	II	29336657	29336657	+	0	NA	TTS (V3C99_012338)	mRNA-TTS (V3C99_012338)	114	V3C99_012338	V3C99_012338	gnl|V3C99|Hcon5G00000014496						protein_coding
9301	V	46559458	46559458	+	0	NA	intron (V3C99_016859, intron 3 of 10)	mRNA-intron (V3C99_016859, intron 3 of 10)	-7207	V3C99_016859	V3C99_016859	gnl|V3C99|Hcon5G00000019017						protein_coding
19640	IV	25436899	25436899	+	0	NA	TTS (V3C99_008266)	mRNA-TTS (V3C99_008266)	13436	V3C99_008266	V3C99_008266	gnl|V3C99|Hcon5G00000003892						protein_coding
2102	V	26345044	26345044	+	0	NA	intron (V3C99_015433, intron 12 of 18)	mRNA-intron (V3C99_015433, intron 12 of 19)	18943	V3C99_015433	V3C99_015433	gnl|V3C99|Hcon5G00000017591						protein_coding
8517	II	5513362	5513362	+	0	NA	intron (V3C99_010749, intron 2 of 11)	mRNA-intron (V3C99_010749, intron 2 of 11)	-13097	V3C99_010748	V3C99_010748	gnl|V3C99|Hcon5G00000012906						protein_coding
3153	IV	23571088	23571088	+	0	NA	promoter-TSS (V3C99_008174)	mRNA-promoter-TSS (V3C99_008174)	-2456	V3C99_008172	V3C99_008172	gnl|V3C99|Hcon5G00000003798						protein_coding
22491	I	44363061	44363061	+	0	NA	intron (V3C99_006287, intron 6 of 13)	mRNA-intron (V3C99_006287, intron 7 of 14)	2728	V3C99_006287	V3C99_006287	gnl|V3C99|Hcon5G00000009244						protein_coding
3977	II	6176119	6176119	+	0	NA	promoter-TSS (V3C99_010811)	mRNA-promoter-TSS (V3C99_010811)	-309	V3C99_010811	V3C99_010811	gnl|V3C99|Hcon5G00000012969						protein_coding
12374	I	1532092	1532092	+	0	NA	intron (V3C99_003228, intron 4 of 11)	mRNA-intron (V3C99_003228, intron 4 of 12)	-3467	V3C99_003226	V3C99_003226	gnl|V3C99|Hcon5G00000006183						protein_coding
5903	V	120666	120666	+	0	NA	intron (V3C99_013732, intron 11 of 33)	mRNA-intron (V3C99_013732, intron 11 of 33)	14923	V3C99_013732	V3C99_013732	gnl|V3C99|Hcon5G00000015890						protein_coding
15677	III	16389693	16389693	+	0	NA	Intergenic	Intergenic	-16334	V3C99_001027	V3C99_001027	gnl|V3C99|Hcon5G00000010516						protein_coding
22697	IV	47457589	47457589	+	0	NA	intron (V3C99_009820, intron 8 of 10)	mRNA-intron (V3C99_009820, intron 8 of 10)	1789	V3C99_009820	V3C99_009820	gnl|V3C99|Hcon5G00000005446						protein_coding
15471	II	5795438	5795438	+	0	NA	promoter-TSS (V3C99_010767)	mRNA-promoter-TSS (V3C99_010767)	-2257	V3C99_010767	V3C99_010767	gnl|V3C99|Hcon5G00000012925						protein_coding
16707	II	10088857	10088857	+	0	NA	intron (V3C99_011130, intron 4 of 9)	mRNA-intron (V3C99_011130, intron 3 of 10)	3012	V3C99_011130	V3C99_011130	gnl|V3C99|Hcon5G00000013288						protein_coding
10005	II	16033801	16033801	+	0	NA	Intergenic	Intergenic	-1986	V3C99_011481	V3C99_011481	gnl|V3C99|Hcon5G00000013639						protein_coding
4664	X	2441724	2441724	+	0	NA	Intergenic	Intergenic	2367	V3C99_017225	V3C99_017225	gnl|V3C99|Hcon5G00000000149						protein_coding
8519	V	46497092	46497092	+	0	NA	promoter-TSS (V3C99_016847)	mRNA-promoter-TSS (V3C99_016847)	-311	V3C99_016847	V3C99_016847	gnl|V3C99|Hcon5G00000019005						protein_coding
11760	V	672750	672750	+	0	NA	Intergenic	Intergenic	-9218	V3C99_013777	V3C99_013777	gnl|V3C99|Hcon5G00000015935						protein_coding
776	II	42685447	42685447	+	0	NA	Intergenic	Intergenic	-4602	V3C99_013297	V3C99_013297	gnl|V3C99|Hcon5G00000015455						protein_coding
22677	III	35203094	35203094	+	0	NA	Intergenic	Intergenic	-9692	V3C99_002281	V3C99_002281	gnl|V3C99|Hcon5G00000011770						protein_coding
12639	II	26537054	26537054	+	0	NA	Intergenic	Intergenic	4870	V3C99_012165	V3C99_012165	gnl|V3C99|Hcon5G00000014323						protein_coding
15491	V	6240448	6240448	+	0	NA	Intergenic	Intergenic	8875	V3C99_014219	V3C99_014219	gnl|V3C99|Hcon5G00000016377						protein_coding
19231	X	24698752	24698752	+	0	NA	Intergenic	Intergenic	-10495	V3C99_018648	V3C99_018648	gnl|V3C99|Hcon5G00000001572						protein_coding
4428	II	25986437	25986437	+	0	NA	exon (V3C99_012131, exon 1 of 1)	mRNA-exon (V3C99_012131, exon 1 of 1)	1185	V3C99_012131	V3C99_012131	gnl|V3C99|Hcon5G00000014289						protein_coding
3979	IV	28415176	28415176	+	0	NA	Intergenic	Intergenic	-22699	V3C99_008413	V3C99_008413	gnl|V3C99|Hcon5G00000004039						protein_coding
22471	II	14332455	14332455	+	0	NA	intron (V3C99_011373, intron 3 of 14)	mRNA-intron (V3C99_011373, intron 4 of 15)	15541	V3C99_011374	V3C99_011374	gnl|V3C99|Hcon5G00000013532						protein_coding
12394	V	14863890	14863890	+	0	NA	Intergenic	Intergenic	-18474	V3C99_014813	V3C99_014813	gnl|V3C99|Hcon5G00000016971						protein_coding
17912	II	28299808	28299808	+	0	NA	intron (V3C99_012273, intron 7 of 8)	mRNA-intron (V3C99_012273, intron 7 of 8)	8060	V3C99_012273	V3C99_012273	gnl|V3C99|Hcon5G00000014431						protein_coding
15697	IV	19281173	19281173	+	0	NA	Intergenic	Intergenic	-23874	V3C99_007945	V3C99_007945	gnl|V3C99|Hcon5G00000003571						protein_coding
16619	V	4054748	4054748	+	0	NA	Intergenic	Intergenic	-4825	V3C99_014038	V3C99_014038	gnl|V3C99|Hcon5G00000016196						protein_coding
16165	IV	31562424	31562424	+	0	NA	Intergenic	Intergenic	-2268	V3C99_008600	V3C99_008600	gnl|V3C99|Hcon5G00000004226						protein_coding
20674	II	37755538	37755538	+	0	NA	intron (V3C99_012860, intron 4 of 34)	mRNA-intron (V3C99_012860, intron 4 of 34)	6034	V3C99_012861	V3C99_012861	gnl|V3C99|Hcon5G00000015019						protein_coding
11177	II	18943188	18943188	+	0	NA	promoter-TSS (V3C99_011716)	mRNA-promoter-TSS (V3C99_011716)	-1154	V3C99_011716	V3C99_011716	gnl|V3C99|Hcon5G00000013874						protein_coding
21139	V	10235194	10235194	+	0	NA	Intergenic	Intergenic	-1033	V3C99_014530	V3C99_014530	gnl|V3C99|Hcon5G00000016688						protein_coding
21830	IV	15191751	15191751	+	0	NA	promoter-TSS (V3C99_007703)	mRNA-promoter-TSS (V3C99_007703)	-74	V3C99_007703	V3C99_007703	gnl|V3C99|Hcon5G00000003329						protein_coding
7614	V	20550092	20550092	+	0	NA	intron (V3C99_015129, intron 2 of 31)	mRNA-intron (V3C99_015129, intron 2 of 31)	3089	V3C99_015129	V3C99_015129	gnl|V3C99|Hcon5G00000017287						protein_coding
10397	V	18463793	18463793	+	0	NA	Intergenic	Intergenic	-22343	V3C99_015052	V3C99_015052	gnl|V3C99|Hcon5G00000017210						protein_coding
1435	I	33567968	33567968	+	0	NA	Intergenic	Intergenic	-1454	V3C99_005451	V3C99_005451	gnl|V3C99|Hcon5G00000008408						protein_coding
11974	V	21712362	21712362	+	0	NA	Intergenic	Intergenic	-6923	V3C99_015175	V3C99_015175	gnl|V3C99|Hcon5G00000017333						protein_coding
1919	I	37277039	37277039	+	0	NA	Intergenic	Intergenic	-6530	V3C99_005705	V3C99_005705	gnl|V3C99|Hcon5G00000008662						protein_coding
1490	X	4516610	4516610	+	0	NA	promoter-TSS (V3C99_017373)	mRNA-promoter-TSS (V3C99_017373)	-3434	V3C99_017373	V3C99_017373	gnl|V3C99|Hcon5G00000000297						protein_coding
4496	III	18997837	18997837	+	0	NA	Intergenic	Intergenic	-34405	V3C99_001172	V3C99_001172	gnl|V3C99|Hcon5G00000010661						protein_coding
8167	I	27680551	27680551	+	0	NA	exon (V3C99_005077, exon 1 of 1)	mRNA-exon (V3C99_005077, exon 1 of 1)	509	V3C99_005077	V3C99_005077	gnl|V3C99|Hcon5G00000008034						protein_coding
3882	II	1870430	1870430	+	0	NA	Intergenic	Intergenic	-11162	V3C99_010539	V3C99_010539	gnl|V3C99|Hcon5G00000012697						protein_coding
22068	III	481184	481184	+	0	NA	Intergenic	Intergenic	-2640	V3C99_000025	V3C99_000025	gnl|V3C99|Hcon5G00000009514						protein_coding
13063	II	41897892	41897892	+	0	NA	TTS (V3C99_013224)	mRNA-TTS (V3C99_013224)	4788	V3C99_013224	V3C99_013224	gnl|V3C99|Hcon5G00000015382						protein_coding
471	III	17872767	17872767	+	0	NA	Intergenic	Intergenic	-4852	V3C99_001111	V3C99_001111	gnl|V3C99|Hcon5G00000010600						protein_coding
22566	IV	33142158	33142158	+	0	NA	intron (V3C99_008702, intron 15 of 25)	mRNA-intron (V3C99_008702, intron 14 of 24)	5573	V3C99_008703	V3C99_008703	gnl|V3C99|Hcon5G00000004329						protein_coding
10070	I	17601907	17601907	+	0	NA	intron (V3C99_004455, intron 2 of 6)	mRNA-intron (V3C99_004455, intron 2 of 6)	3909	V3C99_004455	V3C99_004455	gnl|V3C99|Hcon5G00000007412						protein_coding
17485	I	18571157	18571157	+	0	NA	Intergenic	Intergenic	-5208	V3C99_004537	V3C99_004537	gnl|V3C99|Hcon5G00000007494						protein_coding
13874	I	41356805	41356805	+	0	NA	promoter-TSS (V3C99_006032)	mRNA-promoter-TSS (V3C99_006032)	52	V3C99_006032	V3C99_006032	gnl|V3C99|Hcon5G00000008989						protein_coding
11022	III	14092603	14092603	+	0	NA	promoter-TSS (V3C99_000881)	mRNA-promoter-TSS (V3C99_000881)	603	V3C99_000880	V3C99_000880	gnl|V3C99|Hcon5G00000010369						protein_coding
1642	IV	14648809	14648809	+	0	NA	intron (V3C99_007659, intron 2 of 16)	mRNA-intron (V3C99_007659, intron 2 of 16)	2321	V3C99_007660	V3C99_007660	gnl|V3C99|Hcon5G00000003286						protein_coding
8303	IV	28912424	28912424	+	0	NA	Intergenic	Intergenic	12127	V3C99_008443	V3C99_008443	gnl|V3C99|Hcon5G00000004069						protein_coding
18638	IV	20223698	20223698	+	0	NA	intron (V3C99_007997, intron 4 of 6)	mRNA-intron (V3C99_007997, intron 4 of 6)	976	V3C99_007997	V3C99_007997	gnl|V3C99|Hcon5G00000003623						protein_coding
11543	IV	8055655	8055655	+	0	NA	Intergenic	Intergenic	-16259	V3C99_007170	V3C99_007170	gnl|V3C99|Hcon5G00000002796						protein_coding
20339	II	47602443	47602443	+	0	NA	Intergenic	Intergenic	-8034	V3C99_013684	V3C99_013684	gnl|V3C99|Hcon5G00000015842						protein_coding
10377	IV	42164602	42164602	+	0	NA	exon (V3C99_009356, exon 2 of 2)	mRNA-exon (V3C99_009356, exon 2 of 2)	814	V3C99_009356	V3C99_009356	gnl|V3C99|Hcon5G00000004982						protein_coding
2791	X	12638480	12638480	+	0	NA	intron (V3C99_017914, intron 2 of 3)	mRNA-intron (V3C99_017914, intron 2 of 3)	-2616	V3C99_017917	V3C99_017917	gnl|V3C99|Hcon5G00000000841						protein_coding
13611	II	28890347	28890347	+	0	NA	exon (V3C99_012302, exon 23 of 28)	mRNA-exon (V3C99_012302, exon 23 of 28)	-10183	V3C99_012303	V3C99_012303	gnl|V3C99|Hcon5G00000014461						protein_coding
11994	II	17468681	17468681	+	0	NA	promoter-TSS (V3C99_011597)	mRNA-promoter-TSS (V3C99_011597)	-484	V3C99_011597	V3C99_011597	gnl|V3C99|Hcon5G00000013755						protein_coding
1917	III	16899562	16899562	+	0	NA	intron (V3C99_001054, intron 7 of 7)	mRNA-intron (V3C99_001054, intron 7 of 7)	-3404	V3C99_001057	V3C99_001057	gnl|V3C99|Hcon5G00000010546						protein_coding
20694	III	45687064	45687064	+	0	NA	intron (V3C99_003088, intron 4 of 7)	mRNA-intron (V3C99_003088, intron 4 of 7)	25760	V3C99_003088	V3C99_003088	gnl|V3C99|Hcon5G00000012577						protein_coding
11197	I	1342746	1342746	+	0	NA	promoter-TSS (V3C99_003205)	mRNA-promoter-TSS (V3C99_003205)	-560	V3C99_003205	V3C99_003205	gnl|V3C99|Hcon5G00000006162						protein_coding
16587	I	42674567	42674567	+	0	NA	TTS (V3C99_006141)	mRNA-TTS (V3C99_006141)	101	V3C99_006141	V3C99_006141	gnl|V3C99|Hcon5G00000009098						protein_coding
1724	IV	51915857	51915857	+	0	NA	intron (V3C99_010200, intron 1 of 4)	mRNA-intron (V3C99_010200, intron 1 of 4)	5401	V3C99_010199	V3C99_010199	gnl|V3C99|Hcon5G00000005825						protein_coding
16853	X	214363	214363	+	0	NA	intron (V3C99_017084, intron 11 of 18)	mRNA-intron (V3C99_017084, intron 11 of 18)	-2394	V3C99_017085	V3C99_017085	gnl|V3C99|Hcon5G00000000009						protein_coding
13417	IV	22071351	22071351	+	0	NA	Intergenic	Intergenic	-19978	V3C99_008105	V3C99_008105	gnl|V3C99|Hcon5G00000003731						protein_coding
10090	I	38334768	38334768	+	0	NA	intron (V3C99_005794, intron 4 of 10)	mRNA-intron (V3C99_005794, intron 1 of 7)	7765	V3C99_005793	V3C99_005793	gnl|V3C99|Hcon5G00000008750						protein_coding
14625	IV	37231876	37231876	+	0	NA	intron (V3C99_008996, intron 1 of 17)	mRNA-intron (V3C99_008996, intron 8 of 24)	-14766	V3C99_008996	V3C99_008996	gnl|V3C99|Hcon5G00000004622						protein_coding
15068	I	30835433	30835433	+	0	NA	intron (V3C99_005293, intron 1 of 11)	mRNA-intron (V3C99_005293, intron 1 of 11)	-2869	V3C99_005293	V3C99_005293	gnl|V3C99|Hcon5G00000008250						protein_coding
9575	X	23936445	23936445	+	0	NA	exon (V3C99_018589, exon 2 of 2)	mRNA-exon (V3C99_018589, exon 2 of 2)	2745	V3C99_018589	V3C99_018589	gnl|V3C99|Hcon5G00000001513						protein_coding
13894	IV	26686991	26686991	+	0	NA	intron (V3C99_008327, intron 2 of 5)	mRNA-intron (V3C99_008327, intron 2 of 5)	2143	V3C99_008327	V3C99_008327	gnl|V3C99|Hcon5G00000003953						protein_coding
5056	II	32915777	32915777	+	0	NA	promoter-TSS (V3C99_012537)	mRNA-promoter-TSS (V3C99_012537)	-338	V3C99_012537	V3C99_012537	gnl|V3C99|Hcon5G00000014695						protein_coding
9782	I	4640951	4640951	+	0	NA	Intergenic	Intergenic	-1068	V3C99_003516	V3C99_003516	gnl|V3C99|Hcon5G00000006473						protein_coding
7440	III	38967557	38967557	+	0	NA	Intergenic	Intergenic	-1667	V3C99_002579	V3C99_002579	gnl|V3C99|Hcon5G00000012068						protein_coding
8169	II	6460640	6460640	+	0	NA	Intergenic	Intergenic	-1368	V3C99_010832	V3C99_010832	gnl|V3C99|Hcon5G00000012990						protein_coding
4808	IV	32667195	32667195	+	0	NA	Intergenic	Intergenic	-13350	V3C99_008674	V3C99_008674	gnl|V3C99|Hcon5G00000004300						protein_coding
7692	V	11597524	11597524	+	0	NA	Intergenic	Intergenic	13079	V3C99_014618	V3C99_014618	gnl|V3C99|Hcon5G00000016776						protein_coding
20811	IV	8360617	8360617	+	0	NA	promoter-TSS (V3C99_007194)	mRNA-promoter-TSS (V3C99_007194)	-659	V3C99_007194	V3C99_007194	gnl|V3C99|Hcon5G00000002820						protein_coding
6656	II	21196635	21196635	+	0	NA	intron (V3C99_011895, intron 18 of 41)	mRNA-intron (V3C99_011895, intron 18 of 41)	-63089	V3C99_011897	V3C99_011897	gnl|V3C99|Hcon5G00000014055						protein_coding
7981	V	44971237	44971237	+	0	NA	promoter-TSS (V3C99_016732)	mRNA-promoter-TSS (V3C99_016732)	-5643	V3C99_016732	V3C99_016732	gnl|V3C99|Hcon5G00000018890						protein_coding
15566	III	45926932	45926932	+	0	NA	intron (V3C99_003106, intron 8 of 59)	mRNA-intron (V3C99_003106, intron 8 of 59)	8414	V3C99_003106	V3C99_003106	gnl|V3C99|Hcon5G00000012595						protein_coding
17909	II	21116908	21116908	+	0	NA	intron (V3C99_011895, intron 1 of 42)	mRNA-intron (V3C99_011895, intron 1 of 41)	-7960	V3C99_011895	V3C99_011895	gnl|V3C99|Hcon5G00000014053						protein_coding
1893	IV	127497	127497	+	0	NA	TTS (V3C99_006540)	mRNA-TTS (V3C99_006540)	1481	V3C99_006540	V3C99_006540	gnl|V3C99|Hcon5G00000002166						protein_coding
16602	II	38924729	38924729	+	0	NA	TTS (V3C99_012946)	mRNA-TTS (V3C99_012946)	-2363	V3C99_012945	V3C99_012945	gnl|V3C99|Hcon5G00000015103						protein_coding
5920	IV	46339016	46339016	+	0	NA	promoter-TSS (V3C99_009706)	mRNA-promoter-TSS (V3C99_009706)	-1155	V3C99_009706	V3C99_009706	gnl|V3C99|Hcon5G00000005332						protein_coding
10534	IV	19903259	19903259	+	0	NA	promoter-TSS (V3C99_007976)	mRNA-promoter-TSS (V3C99_007976)	-260	V3C99_007976	V3C99_007976	gnl|V3C99|Hcon5G00000003602						protein_coding
